panelist,W614,W615,W616,W617,W618,W619,W620,W621,W622,W623,W624,W625,W626,W627,W628,W629,W630,W631,W632,W633,W634,W635,W636,W637,W638,W639,W640,W641,W642,W643,W644,W645,W646,W647,W648,W649,W650,W651,W652,W653,W654,W655,W656,W657,W658,W659,W660,W661,W662,W663,W664,W665,W666,W667,W668,W669,W670,W671,W672,W673,W674,W675,W676,W677,W678,W679,W680,W681,W682,W683,W684,W685,W686,W687,W688,W689,W690,W691,W692,W693,W694,W695,W696,W697,W698,W699,W700,W701,W702,W703,W704,W705,W706,W707,W708,W709,W710,W711,W712,W713,W714,W715,W716,W717
14149682,2,2,1,2,2,1,0,1,1,0,0,1,1,2,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,2,1,1,1,1,1,1,0,2,0,0,0,0,1,0,0
14149807,0,2,1,0,2,1,1,0,0,1,0,0,0,1,1,1,0,0,2,0,1,1,2,1,2,0,0,1,2,2,1,2,1,1,1,0,1,2,2,2,1,1,1,2,2,2,1,0,0,1,1,1,0,1,1,1,3,0,1,1,0,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,1
14149815,3,3,1,3,3,2,2,3,2,2,1,1,0,0,2,1,2,1,2,3,3,1,3,2,3,4,3,1,2,1,2,2,1,1,1,1,2,2,4,1,1,3,1,1,1,1,1,1,2,2,0,0,0,1,2,2,3,3,2,3,2,2,2,1,0,1,1,2,1,1,1,1,1,0,1,2,0,0,1,1,0,0,0,0,1,1,1,1,2,2,0,0,1,1,2,1,0,0,1,1,0,0,0,0
14149898,4,0,1,4,4,3,4,3,5,3,2,1,3,0,0,0,0,0,1,1,2,2,2,1,0,0,1,0,0,0,0,1,0,0,1,1,3,0,3,1,1,0,1,1,0,2,2,2,2,2,1,1,0,3,1,2,1,1,2,1,2,1,2,1,0,1,0,2,0,1,1,0,0,0,3,0,0,1,1,0,0,1,2,3,1,0,0,2,2,2,0,3,0,2,2,1,1,2,1,2,3,1,0,0
14149930,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,2,2,1,2,1,2,1,2,2,1,0,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,2,3,1,1,2,1,0,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,2,1,1,1,0,1,1,1,0,1,0,1
14149963,2,2,1,2,1,1,0,2,3,3,1,1,0,2,0,0,6,2,1,1,2,3,2,0,0,2,1,0,0,0,3,0,0,1,1,2,0,1,0,0,0,1,2,3,0,0,1,1,1,1,1,3,1,0,1,0,2,2,1,1,0,1,1,0,1,1,3,0,1,1,1,0,1,2,0,1,0,2,1,0,1,1,0,3,0,1,0,2,2,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
14149997,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,1,0,2,1,0,1,0,1,1,2,1,1,0,1,3,1,0,2,1,1,2,0,0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,0,2,0,0,0,1,0,1,2,1,1,2,0,2,1,1,1,1,2,2,1,1,2,2,2,1,1,0,1,2,1,0,1,1,2,0,0,2,2,2,1,1,2,1,1,2,1,0,0
14150292,3,2,1,3,0,3,2,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,3,0,2,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,3,1,2,0,0,0,0,2,0,1,2
14150300,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,2,2,1,1,1,1,1,3,3,1,0,2,1,0,2,0,1,1,1,1,2,1,0,2,0,1,1,0,1,1,2,3,0,2,0,2,1,2,1,2,4,1,8,4,2,4,1,1,1,5,6,7,4,4,4,2,4,3,3,6,3,2,2,0,1,1,0,1,2,0,1,1,0,0,0,0,2,1,2,1,2,1,1,1,1,1
14150318,1,1,0,1,2,0,1,1,4,1,3,3,2,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,3,0,1,2,2,1,1,2,0,1,2,0,0,1,2,0,0,0,2,3,1,1,0,1,0,1,1,1,2,1,2,0,2,3,2,1,0,2,1,1,2,2,2,0,0,1,0,0,2,1,1,0,2,1,0,2,1,1,0,0,1,0,1,1,1,2,0,1,1,2,0,2,1
14150821,2,6,2,7,2,0,4,0,0,0,0,4,6,2,0,5,3,0,5,1,3,2,1,6,8,2,0,6,4,1,2,1,3,3,2,3,4,2,1,2,4,4,3,2,5,5,5,2,5,0,0,3,0,0,1,1,4,6,5,2,1,0,0,2,1,3,1,2,2,6,2,3,2,1,0,1,6,0,2,0,6,4,1,0,2,2,4,3,0,1,5,2,5,5,5,6,4,7,4,1,1,4,0,0
14150847,2,1,0,1,0,0,0,0,2,1,1,2,1,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,3,0,0,1,2,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,3,1,1,3,2,0,0,0,1,0,0,4,3,2,4,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,2
14150888,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,2,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
14151167,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,3,2,1,1,1,4,1,1,1,1,3,1,1,2,1,2,2,2,1,1,3,3,1,1,1,2,1,1,2,1,2,1,3,2,1,1,1,3,1,1,1,0,2,2,2,1,1,1,2,1,2,1,1,1,1,3,2,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,3,1,2,3,2,1,2,2,3,1,2,1,1
14151175,2,1,1,1,1,2,2,1,1,2,1,1,2,0,1,2,2,1,1,0,1,1,1,2,1,2,1,1,1,0,2,1,1,0,1,1,1,0,2,1,1,1,1,2,1,0,1,0,1,1,1,1,1,1,2,1,0,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2
14151365,6,3,0,2,2,3,1,0,2,2,0,4,4,1,3,2,1,3,0,0,5,0,4,0,3,3,3,6,3,0,2,3,4,2,3,2,0,5,3,5,4,4,4,6,2,4,4,8,5,4,4,8,3,2,4,5,4,6,3,5,0,4,5,2,2,4,2,4,7,2,3,6,4,6,0,1,4,1,7,7,7,2,2,4,3,3,2,4,5,7,8,7,0,6,2,3,7,5,5,5,2,5,5,4
14151423,1,2,3,0,1,1,2,2,1,2,0,2,1,0,0,1,2,3,2,1,1,3,2,5,2,1,2,4,1,2,1,2,2,1,0,1,2,2,1,2,1,1,3,2,3,1,1,1,1,3,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,0,0,0,0,2,1,0,2,1,3,2,2,2,1,2,1,1,2,1,2,4
14151803,1,0,1,1,0,0,3,1,1,1,1,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,2,1,1,0,0,1,1,1,1,1,0,1,0,0
14151936,0,1,2,1,1,0,0,1,3,0,1,1,1,0,1,0,0,0,0,3,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,2,1,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,5,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,2,2,1,1,1,1,1,2,1,0,2
14152215,1,1,2,1,3,1,0,2,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,2,0,1,1,0,2,0,1,1,2,2,0,1,0,0,2,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,2,0,1,0,0,1,1,2,2,1,1,1,1,1,1,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1
14152223,2,3,2,5,2,3,1,2,3,1,2,2,0,0,2,3,2,2,1,5,1,1,1,4,0,2,2,3,0,2,3,2,2,1,1,3,0,2,0,1,1,1,1,1,0,1,0,1,0,3,1,1,0,3,1,1,1,1,0,0,0,3,1,1,1,0,0,0,0,0,1,0,2,1,1,2,2,1,1,2,2,1,0,2,1,0,1,1,3,1,2,2,2,3,1,1,2,0,0,2,0,0,0,0
14152405,1,0,1,1,0,2,0,0,0,3,0,0,2,0,2,1,1,0,3,0,1,0,1,0,2,1,3,0,0,0,0,1,2,1,0,0,0,2,0,0,1,2,1,0,2,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,0,2,1,0,0,2,0,2,2,2,2,1,2,2,2,1,0,0,0,0,0,2,1,0,0,2,2,1,2,0,0,1,1,4,0,1,0,2,1
14152611,1,2,0,0,1,1,2,1,3,0,2,2,4,1,3,1,2,3,0,1,1,1,1,3,1,2,1,1,0,0,1,2,2,2,1,1,1,1,1,2,3,2,0,1,3,1,0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,1,1,2,1,4,0,4,3,2,1,3,5,2,1,0,2,4,3,1,2,2,1,0,1,0,0,2,1,2,1,2
14152652,1,1,0,1,1,1,0,2,1,1,0,0,1,1,0,0,1,1,0,2,1,0,2,0,0,1,0,0,0,1,0,0,1,2,0,1,2,3,0,1,0,2,0,1,2,1,2,0,1,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,1,2,0,0,2,0,0,2,1,2,3,1,1,1,3,1,2,1,0,1,0,2,1,0,1,1,1,0,0
14152827,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
14152835,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1
14153197,2,0,1,1,2,1,2,1,4,2,0,0,2,0,1,1,2,0,3,1,1,0,3,1,2,3,2,1,3,0,2,1,1,0,2,2,3,2,1,1,4,1,1,1,3,2,1,2,2,3,0,1,4,1,1,1,0,5,2,1,2,2,1,1,3,2,1,1,1,3,1,0,0,1,0,0,1,2,1,1,2,1,2,2,3,1,0,1,0,0,3,2,2,3,1,1,0,3,1,2,0,1,1,1
14153338,2,2,1,3,0,1,2,1,1,3,1,2,1,1,1,0,2,1,2,0,2,0,1,2,1,0,1,2,1,0,0,0,1,4,0,0,2,2,2,0,2,2,3,1,1,3,1,1,3,1,2,2,1,0,2,1,1,3,2,4,2,2,1,2,1,2,1,2,3,1,2,0,1,3,1,0,4,1,0,4,1,1,2,1,2,1,3,4,1,1,2,2,2,4,1,1,4,2,0,4,3,3,2,0
14153346,1,2,3,2,2,2,1,3,1,1,0,2,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,0,1,0,2,0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,0,0,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,0,0,2,1
14153387,2,2,2,2,1,2,3,2,1,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,1,0,1,2,1,2,2,2,1,2,1,2,2,2,3,2,2,2,1,1,2,2,2,3,1,2,2,2,2,2,3,2,0,2,2,2,1,2,2,0,2,1,1,2,1,1,2,1,2,2,2,3,2,0,2,2,2,0,1,1,2,1,1,2,2,0,0,0,1,2,1,2,2,2,2,2,1,4,1,2
14153445,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
14153593,2,2,2,2,4,1,2,5,3,6,1,2,2,2,3,2,2,6,1,2,0,1,1,1,0,0,1,2,2,4,2,3,1,1,1,1,1,1,4,4,1,0,1,0,0,1,2,2,1,0,3,3,1,1,2,1,1,0,1,1,1,0,1,2,1,1,0,1,1,2,2,1,1,1,1,4,1,3,2,1,0,0,2,3,1,3,2,2,3,3,2,2,2,2,1,1,2,1,2,2,2,0,1,0
14153783,1,1,1,1,1,2,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,2,1,0,1,3,0,1,1,0,0,1,0,2,0,1,1,0,1,0,0,1,0,0,1,1,3,0,2,1,0,1,0,1,0,0,3,1,0
14154104,1,2,1,1,3,2,3,2,0,1,0,2,1,2,2,3,1,3,2,1,2,1,1,0,1,1,1,1,0,2,3,1,1,1,0,1,0,0,1,1,2,1,4,2,2,2,1,2,2,4,1,2,2,0,2,1,1,1,2,0,1,0,1,1,0,1,1,2,1,1,3,2,0,3,0,2,1,4,2,1,2,2,1,1,3,0,1,1,2,1,0,1,1,1,1,1,1,1,2,0,0,1,1,1
14154567,1,1,0,0,0,1,4,0,1,1,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,2,1,0,1,1,2,2,0,0,0,0,1,1,1,1,4,1,1,1,1,1,2,3,2,1,3,1,0,0,1,0,2,4,1,2,4,2,3,2,1,2,2,2,3,1,2,0,1,1,1,1,1,2,0,1,3,3,3,0,1,1,2,1,2,3,2,4,2,4,4,3,3,3,3,3,1,1,1,1
14154815,0,0,0,3,1,1,1,1,5,2,1,2,1,1,1,0,0,2,3,0,2,0,0,2,0,3,1,0,1,1,1,1,0,1,1,1,0,1,3,0,2,0,1,1,1,1,1,0,0,0,1,0,1,2,0,3,0,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,2,1,0,0,1,0,2,0,3,2,2,2,2,1,0,0,0,0
14155283,0,2,0,0,0,2,1,0,1,2,1,2,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,2,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
14155366,3,0,1,1,3,3,3,4,2,2,0,2,0,2,0,2,2,0,1,3,2,3,1,3,2,2,1,2,0,1,0,0,0,0,0,1,2,1,4,0,2,1,1,1,0,1,0,1,1,2,2,1,1,1,1,1,4,0,4,0,0,3,3,1,0,0,2,0,2,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
14155846,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,0,2,1,1,1,1,1,1,1,1,0,0,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,2,0,0,0,1,1,0,1,1,0
14155986,1,1,0,2,0,0,1,1,0,2,3,0,0,0,1,1,2,0,1,2,2,2,1,2,0,1,2,1,0,0,0,0,0,2,1,0,0,0,1,2,0,0,2,1,1,0,2,2,1,1,2,2,2,0,2,3,2,2,1,1,1,1,0,1,2,0,2,2,1,1,2,0,1,1,0,3,2,1,2,0,0,1,1,0,1,2,1,0,1,1,1,1,0,1,2,2,0,1,0,0,0,1,0,1
14156661,0,1,0,1,2,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,2,1,1,0,0,2,0,1,2,3,1,1,1,1,1,1,3,1,1,1,0,1,2,1,2,1,1,1,2,1,1,2,0,0,0,2,0,2,1,1,2,0,1,0,1,1,2,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0
14156919,2,0,1,0,1,0,2,0,1,2,1,3,1,0,2,2,1,1,1,1,2,1,2,0,0,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,2,2,1,0,2,4,1,1,2,2,1,1,2,2,0,2,1,1,1,1,2,1,3,1,3,4,2,3,2,1,4,0,1,1,2,0,2,2,2,1,1,1,2,2,0,1,1,2,2,1,1,1,1,2
14157016,2,3,4,4,3,1,3,3,3,2,2,1,3,0,3,2,2,4,2,3,3,4,2,3,2,3,3,4,3,3,1,0,2,2,2,2,3,3,3,3,4,3,2,3,3,2,3,2,4,3,4,4,5,3,2,3,3,3,4,2,3,2,3,3,2,1,3,2,4,3,4,3,2,3,3,2,3,4,3,2,2,3,2,2,2,3,2,3,3,2,3,5,2,3,2,3,1,3,2,3,1,2,2,3
14157115,1,2,0,3,1,2,4,2,4,2,4,2,1,0,2,2,3,1,1,0,2,2,1,2,0,8,2,1,0,3,2,3,2,0,1,0,2,1,1,2,1,0,2,0,0,0,0,0,1,1,0,2,0,3,1,1,2,0,2,1,1,1,1,1,1,1,4,1,3,4,2,2,3,0,1,1,1,0,1,2,0,1,1,3,0,1,0,0,1,3,1,2,1,2,0,1,4,2,5,4,0,4,0,0
14157131,1,1,1,1,0,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,0,2,1,1,1,2,1,1,2,2,1,2,0,0,2,2,2,2,3,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,0,1,3,0,1,1,3,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,2,1,1,0,2,2,2,2,2,1,1,1,1,2
14157222,2,4,3,2,2,1,1,0,3,1,3,0,2,2,3,2,2,2,1,2,1,1,0,0,1,0,0,3,0,1,2,1,2,4,1,1,1,0,2,1,0,2,0,1,0,0,0,0,1,0,3,1,1,0,2,0,1,0,2,0,5,3,3,1,3,2,1,2,3,2,2,0,1,1,1,0,0,1,2,2,1,1,4,2,2,5,4,2,2,1,3,0,4,6,4,4,2,2,2,4,1,1,4,1
14157354,0,0,0,0,1,2,1,1,1,2,0,3,0,1,1,2,0,1,1,1,1,0,0,1,0,0,1,2,0,2,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,2,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1
14157750,2,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,2,0,3,1,0,1,0,2,2,0,1,0,1,0,1,0,2,0,0,1,1,1,0,1,2,1,0,0,1,1,2,1,2,0,1,0,1,0,1,0,1,0,2,2,0,3,0,0,2,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,0,3,0,1,1,2,2,1,0,0,1,1,0,0,2,1,2,0,0,1,0
14157776,2,1,2,2,2,1,0,1,1,1,0,2,0,0,2,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,3,1,1,1,1,1,1,0,1,0,1,0,0
14157966,1,1,0,2,2,1,1,3,3,0,1,0,0,1,3,1,0,0,0,0,4,2,0,0,0,0,1,0,2,0,0,0,0,2,1,3,0,3,6,4,0,1,4,3,1,3,2,3,4,3,0,3,3,5,4,0,4,1,3,3,2,4,2,0,1,3,0,2,2,3,0,0,0,0,1,0,6,2,3,2,3,3,2,4,1,4,4,1,0,4,0,2,2,3,5,3,0,1,0,0,3,2,2,3
14157982,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0
14158188,0,2,0,1,2,0,1,0,0,0,1,0,0,2,1,1,1,0,0,1,1,1,1,1,0,2,0,1,2,0,0,1,0,0,1,0,0,3,0,0,1,0,1,1,1,2,1,0,2,0,0,1,0,1,1,0,1,1,1,2,1,2,1,2,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,2,1,1,1,0,1,2,1,1,1,1,2,2,1,1,2,1,2,0,2,1,0,1,0,2
14158253,1,1,0,1,0,3,1,3,6,1,2,1,3,3,0,1,3,4,2,2,1,3,1,1,0,3,4,0,1,3,3,1,2,2,0,2,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,2,1,2,2,0,0,3,4,0,0,0,1,3,1,0,1,1,1,2,1,2,1,1,1,2,1,3,0,1,0,1,1,0,1,0,0
14158311,2,1,1,3,2,3,2,2,0,3,1,0,4,0,3,1,1,0,3,2,1,2,2,1,1,3,0,4,0,2,0,4,1,2,0,0,3,1,1,1,0,1,1,0,1,0,2,1,1,1,1,3,0,0,2,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,1,1,1,0,1,0,0,0,2,1,0,1,2,1,2,0,1,0,0,0,1
14158410,1,0,1,0,2,0,0,2,2,2,0,3,3,0,3,2,0,1,0,1,0,1,4,3,2,1,0,1,2,2,2,0,1,1,3,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,2,0,1,1,1,2,0,3,4,1,1,1,1,2,1,2,1,2,0,1,0,1,2,1,1,1,1,0,0,1,0,0,0,0,2,2,0,2,1,0,1,1,0,0,1,1,2,0,1,2,1,3,1
14158501,1,0,1,0,2,1,1,0,0,1,1,0,2,0,4,1,1,2,1,1,1,0,7,2,4,2,0,2,0,1,0,2,1,1,0,3,2,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,2,1,1,1,3,2,0,3,2,1,1,1,0,2,1,2,1,5,3,1,0,1,1,0,1,2,0,1,0,0,1,3,1,2,2,1,2,1,1,1,1,2,1,2,0,0,1,1,1
14158568,0,1,0,0,0,1,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,2,1,0,1,1,1,1,1,0,1,2,1,1,1,1,0,2,1,0,1,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,2,2,1,0,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
14158667,0,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,1,2,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,2
14158816,0,4,1,2,1,0,2,1,1,2,1,1,1,1,2,1,0,1,1,1,2,2,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,0,1,0,3,1,3,1,1,0,0,1,2,0,0,2,1,0,0,0,1,0,0,0,0,2,1,3,2,2,2,0,1,0,1,0,0,0,1,2,2,1,1,0,0,0,2,0,2,2,0,0,1,2,0,1,0,1,2,2,1
14159673,1,0,0,0,0,1,2,0,1,0,1,1,0,1,1,1,0,2,0,0,2,0,0,2,0,1,1,1,1,0,0,1,0,0,0,2,0,1,2,1,1,1,0,2,1,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,2,1,0,0,2,1,1,0,1,2,0,1,1
14159897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,2,1,1,1,0,2,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0
14159905,1,0,1,1,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,3,1,0,0,1,1,0,0,1,0
14162511,0,1,1,0,0,2,1,2,1,1,1,2,1,0,1,1,2,1,2,0,1,1,1,2,3,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,0,1,1,1,1,0,0,0,1,1,2,3,1,1,1,1,2,2,1,2,0,2,1,1,1,1,1,1,0,1,2,3,2,2,0,1,1,0,0,2,1,1,1,1,3,0,2,1,2,2,2,2,3,1,2,2,1,3,2,1,3,1,1
14162529,0,1,0,0,0,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,1,0,0,1,1,0,1,0,1,1,0,1,2,2,1,1,2,2,1,2,0,1,1,1,1,0,3,2,0,1,1,0,1,1,0,1,1,1,2,1,1,3,0,1,2,2,1,2,1,1,1,1,3,1,2,1,1,1,0,1,2,1,0,0,1,1,1,3,1,0,2,0,1,1,1,1
